"document","date","title","state","year"
"F68_S22_6files_merged.pdf",NA,NA,NA,NA
"FFH134_SPA4_7files_merged.pdf",NA,NA,NA,NA
"FFH135_6files_merged.pdf",NA,NA,NA,NA
"ffh150_Hirschrodaer_Graben.pdf",NA,NA,NA,NA
"FFH193_himmelreich_6files_merged.pdf",NA,NA,NA,NA
"ffh256_text.pdf",NA,NA,NA,NA
"ffh258_Bericht_oeffentlich.pdf",NA,NA,NA,NA
"FFH260_Kuhschellenstandort-bei-Recklingen.pdf",NA,NA,NA,NA
"ffh261_Dissaugraben.pdf",NA,NA,NA,NA
"ffh275_Ohreaue.pdf",NA,NA,NA,NA
"FFH280_Werlberge_Textteil.pdf",NA,NA,NA,NA
"FFH281_Schafhufe-westlich-Guenthersdorf.pdf",NA,NA,NA,NA
"FFH283_Pfeifengraswiese-bei-Guenthersdorf.pdf",NA,NA,NA,NA
"FFH51_15files_merged.pdf",NA,NA,NA,NA
"ffh80_Kellerberge.pdf",NA,NA,NA,NA
"FFH96_SPA19_Selketal-und-Bergwiesen-bei-Stiege.pdf",NA,NA,NA,NA
"SPA13_FFH158_Fiener-Bruch.pdf",NA,NA,NA,NA
"spa15_ffh163_MMP-Text_2017-10-27.pdf",NA,NA,NA,NA
"spa20_ffh124_ffh165_text.pdf",NA,NA,NA,NA
"spa4_ffh134_2020-01-12.pdf",NA,NA,NA,NA
"spa5_ffh52_MMP_Hakel.pdf",NA,NA,NA,NA
