"document","date","title","state","year"
"ffh_064_spa_29_MaP_AB.pdf",NA,NA,NA,NA
"ffh_067_map_ab.pdf",NA,NA,NA,NA
"ffh_069_spa_33_MaP_AB.pdf",NA,NA,NA,NA
"ffh_070_spa_26_MaP_AB.pdf",NA,NA,NA,NA
"ffh_071_spa_34_MaP_AB.pdf",NA,NA,NA,NA
"ffh_072_spa_26_MaP_AB_.pdf",NA,NA,NA,NA
"ffh_076_MaP_AB.pdf",NA,NA,NA,NA
"ffh_077_MaP_AB.pdf",NA,NA,NA,NA
"ffh_078_MaP_AB.pdf",NA,NA,NA,NA
"ffh_097_MaP_AB.pdf",NA,NA,NA,NA
"ffh_103_map_ab.pdf",NA,NA,NA,NA
"ffh_104_map_ab.pdf",NA,NA,NA,NA
"ffh_143_spa_33_MaP_AB.pdf",NA,NA,NA,NA
"ffh_144_spa_35_MaP_AB.pdf",NA,NA,NA,NA
