"document","date","title","state","year"
"4012.pdf",NA,NA,NA,NA
"4014.pdf",NA,NA,NA,NA
"4021.pdf",NA,NA,NA,NA
"4026.pdf",NA,NA,NA,NA
"4027.pdf",NA,NA,NA,NA
"4030.pdf",NA,NA,NA,NA
"4034.pdf",NA,NA,NA,NA
"4043.pdf",NA,NA,NA,NA
"4044.pdf",NA,NA,NA,NA
"4052.pdf",NA,NA,NA,NA
"4053.pdf",NA,NA,NA,NA
"4054.pdf",NA,NA,NA,NA
"4055.pdf",NA,NA,NA,NA
"4064.pdf",NA,NA,NA,NA
"4070.pdf",NA,NA,NA,NA
"4073.pdf",NA,NA,NA,NA
"4075.pdf",NA,NA,NA,NA
"4100.pdf",NA,NA,NA,NA
"4101.pdf",NA,NA,NA,NA
"4103.pdf",NA,NA,NA,NA
"4115.pdf",NA,NA,NA,NA
"4118.pdf",NA,NA,NA,NA
"4322_301.pdf",NA,NA,NA,NA
"4421_301.pdf",NA,NA,NA,NA
"4421_305.pdf",NA,NA,NA,NA
"4422_304.pdf",NA,NA,NA,NA
"4422_305.pdf",NA,NA,NA,NA
"4422_308.pdf",NA,NA,NA,NA
"4522_303.pdf",NA,NA,NA,NA
"4620_301.pdf",NA,NA,NA,NA
"4621_306.pdf",NA,NA,NA,NA
"4724_310.pdf",NA,NA,NA,NA
"4724_311.pdf",NA,NA,NA,NA
"4824_308.pdf",NA,NA,NA,NA
"4825_302_TF1_nw_Datterode.pdf",NA,NA,NA,NA
"4925_302.pdf",NA,NA,NA,NA
"4926_303.pdf",NA,NA,NA,NA
"5325_350.pdf",NA,NA,NA,NA
