"document","date","title","state","year"
"01_Bericht.pdf",NA,NA,NA,NA
"044E_text.pdf",NA,NA,NA,NA
"085E_Seidewitztal_AB-08.pdf",NA,NA,NA,NA
"088E_Bericht_310506.pdf",NA,NA,NA,NA
"090E_ASB_Büro.pdf",NA,NA,NA,NA
"112-Text.pdf",NA,NA,NA,NA
"117_Endbericht_05_08_12_.pdf",NA,NA,NA,NA
"128_Abschlussbericht.pdf",NA,NA,NA,NA
"136_AB.pdf",NA,NA,NA,NA
"138_AB.pdf",NA,NA,NA,NA
"154_MaP_Printversion mit Abbildungen.pdf",NA,NA,NA,NA
"190_31files_merged.pdf",NA,NA,NA,NA
"190_files_merged.pdf",NA,NA,NA,NA
"191_27files_merged.pdf",NA,NA,NA,NA
"272_2files_merged.pdf",NA,NA,NA,NA
"Abschlussbericht MAP 147_2files_merged.pdf",NA,NA,NA,NA
"Abschlussbericht_306.pdf",NA,NA,NA,NA
"Abschlussbericht_MaP284.pdf",NA,NA,NA,NA
"Bericht_261.pdf",NA,NA,NA,NA
"Bericht_264.pdf",NA,NA,NA,NA
"Bericht_FFH_SCI069.pdf",NA,NA,NA,NA
"MAP-Königsbrücker Heide 049_Text Gesamt.pdf",NA,NA,NA,NA
"MaP_105_Text.pdf",NA,NA,NA,NA
"MaP_309_Text.pdf",NA,NA,NA,NA
"MaP_310_Text.pdf",NA,NA,NA,NA
"MaP_Schwarzer Schöps_Text.pdf",NA,NA,NA,NA
"Text_MaP301_AB.pdf",NA,NA,NA,NA
