"document","date","title","state","year"
"0_2_PEPL_Albtrauf_Bericht_Endfassung_20071207.pdf",NA,NA,NA,NA
"00_MaP_Steinheimer_Becken_Text_Endfassung.pdf",NA,NA,NA,NA
"02_text_managementplan_3.pdf",NA,NA,NA,NA
"6620341_02_text_managementplan_ohne_Bilder.pdf",NA,NA,NA,NA
"7016342_text_managementplan.pdf",NA,NA,NA,NA
"7116342_02_text_managementplan.pdf",NA,NA,NA,NA
"7314341_03_maptext.pdf",NA,NA,NA,NA
"7319341_02_text_managementplan_reduziert.pdf",NA,NA,NA,NA
"7418341_02_text_managementplan.pdf",NA,NA,NA,NA
"8322341_02_text_bodensee_fn_west_2009.pdf",NA,NA,NA,NA
"MaP_Albuchwiesen_Text.pdf",NA,NA,NA,NA
"stromberg_01_pepl_text_3_Dateien_zusammengefügt.pdf",NA,NA,NA,NA
