"document","year","state"
"3811-301_01Bericht.pdf","2020","NRW"
"5305-303_01Bericht.pdf","2020","NRW"
"DE-3511-301_01Bericht.pdf","2020","NRW"
"DE-3512-301_01Bericht.pdf","2020","NRW"
"DE-3516-301_01Bericht.pdf","2020","NRW"
"DE-3516-302_01Bericht.pdf","2020","NRW"
"DE-3517-301_01Bericht.pdf","2020","NRW"
"DE-3517-303_01Bericht.pdf","2020","NRW"
"DE-3518-301_01Bericht.pdf","2020","NRW"
"DE-3611-301_01Bericht.pdf","2020","NRW"
"DE-3613-303_01Bericht_Teilgebiet_Haseniederung.pdf","2020","NRW"
"DE-3613-304_01Bericht.pdf","2020","NRW"
"DE-3618-301_01Bericht_Altes Moor.pdf","2020","NRW"
"DE-3618-302_01Bericht.pdf","2020","NRW"
"DE-3619-301_01Bericht_TGHeisterholz.pdf","2012","NRW"
"DE-3619-301_01Bericht_TGNordholz.pdf","2020","NRW"
"DE-3708-303_Bericht.pdf","2010","NRW"
"DE-3709-301_01Bericht.pdf","2020","NRW"
"DE-3709-302_01Bericht.pdf","2020","NRW"
"DE-3709-303_01Bericht.pdf","2020","NRW"
"DE-3709-304_01Bericht.pdf","2020","NRW"
"DE-3709-305_01Bericht.pdf","2020","NRW"
"DE-3710-301_01Bericht.pdf","2020","NRW"
"DE-3711-301_01Bericht_Bundeswehr_GLT.pdf","2019","NRW"
"DE-3711-301_MS_01Bericht.pdf","2020","NRW"
"DE-3711-301_ST_I_01BBericht.pdf","2019","NRW"
"DE-3711-301_ST_II_01Bericht.pdf","2019","NRW"
"DE-3712-301_01Bericht.pdf","2020","NRW"
"DE-3712-302_01Bericht.pdf","2020","NRW"
"DE-3712-303_01Bericht.pdf","2020","NRW"
"DE-3713-302_01Bericht.pdf","2020","NRW"
"DE-3713-304_01Bericht.pdf","2020","NRW"
"DE-3713-305_01Bericht.pdf","2020","NRW"
"DE-3717-301_01Bericht.pdf","2020","NRW"
"DE-3719-301_01Bericht_Land.pdf","2020","NRW"
"DE-3719-301_02Bericht2_Bund.pdf","2019","NRW"
"DE-3719-302_01Bericht.pdf","2020","NRW"
"DE-3807-301_Bericht.pdf","2013","NRW"
"DE-3807-303_Bericht.pdf","2013","NRW"
"DE-3808-301_Bericht.pdf","2013","NRW"
"DE-3809-301_01Bericht.pdf","2020","NRW"
"DE-3809-302_01Bericht.pdf","2020","NRW"
"DE-3810-301_01Bericht.pdf","2020","NRW"
"DE-3810-302_01Bericht.pdf","2020","NRW"
"DE-3811-302_Bericht.pdf","2019","NRW"
"DE-3811-303_01Bericht.pdf","2020","NRW"
